Streptosporangium_roseum.fa	0	0.111328596438225	0	0.108056988925071	0.00666846940979079	0	0	0	0	0
Clostridium_botulinum.fa	0.139749366806812	0	0.0507946534774376	0	0	0	0.0999777743225944	0.122358762829331	0.0309580262513187	0.133481059845303
Salmonella_enterica.fa	0	0.0443147242217711	0.042726076909715	0.0498381403759633	0	0.198302972007945	0	0	0.0455575484673516	0.0598897913858803
Parvimonas_micra.fa	0.0518551774136944	0	0	0.22332163379123	0	0.00126434385074134	0.112454709069278	0.0446025924222506	0	0
Sorangium_cellulosum.fa	0.15374033393797	0.0671974917858761	0.0709322427023859	0.00910704353959418	0.149203303513132	0	0	0	0.180002976241834	0.0557075664299781
Nocardia_brasiliensis.fa	0	0	0.0926737140289116	0.0587691330839082	0.0909434865328853	0.00572403522298208	0	0	0.0380425578968393	0.0153189146098112
Bradyrhizobium_erythrophlei.fa	0	0	0.185419806461439	0.120281554645719	0	0	0	0.121235689492344	0.176721788121015	0
Mycolicibacterium_aurum.fa	0.119781724204806	0	0	0	0	0.187893165486915	0.0867604170463565	0	0	0
Yersinia_pestis_CO92.fa	0.029045593700511	0	0	0.0788908194920304	0.0103202718667408	0	0.158223261145834	0.118844177648995	0	0.211528244672945
Neisseria_meningitidis.fa	0.225720517657109	0.00853004849409476	0	0	0.191294137901676	0	0	0.143945305472879	0.247052566426051	0
Enterococcus_faecalis.fa	0.118561514383781	0	0.0636224676553082	0	0	0.19816954012548	0.08418858333524	0.186036138238577	0.0332136458184342	0
Rothia_dentocariosa.fa	0.0814905730068157	0.162637874728739	0	0.0182069803853695	0	0.0301883847555706	0	0	0.016895060703422	0
Mycobacterium_avium.fa	0	0.104931044702841	0	0	0.0558017338472936	0.0828168963070219	0.168468403283893	0.188492345698166	0	0
Ralstonia_solanacearum.fa	0.0557441744429358	0.238815392702049	0.0404833291497068	0.16625779392968	0.121737380523406	0.145170800569452	0.16496877555291	0	0.163795853716578	0.111195319075482
Streptococcus_pyogenes.fa	0	0	0.176820546276669	0	0.0784832969956967	0.0703508534572544	0.0659996512677049	0	0	0.0383096092572481
Campylobacter_rectus.fa	0.0243110244455651	0.179180176947066	0	0	0	0.0801190082166381	0.022244789250735	0.0237692796592382	0	0.166443823249979
Fusarium_fujikuroi.fa	0	0.0658735325734443	0.121760330120556	0.167269911831434	0.294100625180602	0	0.036713635725454	0.0348452653854071	0.0677599763571559	0.0273210825165967
Prosthecobacter_vanneervenii.fa	0	0.0171911174058945	0.15476683321787	0	0.00144729422877644	0	0	0.0158704431528122	0	0.180804588956778
