Mycobacterium_riyadhense.fa	0.0867349169288964	0.102054079436498	0.063922333346047	0.143438603244807	0.057479610976005	0	0.0986734085352577	0.100647432490791	0.113224944741422	0
Lactococcus_lactis.fa	0	0	0.165933563479586	0	0	0	0	0	0	0
Brevibacterium_aurantiacum.fa	0.136269476919043	0	0	0.0119502888922732	0.241772791700692	0	0	0.166217608496036	0.0825079874932377	0.018414798332427
Pseudomonas_caeni.fa	0	0	0.0443379738275155	0.0327075738643867	0.0814475765414431	0.049912788258398	0.0999954556764605	0.0370580166242364	0	0
Planobispora_rosea.fa	0	0.0169988286166105	0	0	0	0.105974785740913	0	0	0	0
Micromonospora_echinospora.fa	0.210327350111299	0	0.280838000072101	0.0326581622631598	0	0.249117747422614	0	0.0352643805817114	0	0.0854765125009228
Nonomuraea_gerenzanensis.fa	0.0382030766464433	0.245439514349582	0.109331445623056	0.13590971806587	0.022837016985035	0	0.323483984133778	0	0.240429439333813	0.000222282401869632
Pseudomonas_thivervalensis.fa	0	0.113574310057668	0	0.2673388288682	0.109635608566006	0.136664919214954	0.10308285282347	0.0444723635039127	0.0200879648939017	0.0563465409448652
Acanthamoeba_castellanii.fa	0.203224810544887	0.0259094302937597	0	0.00177042117453583	0.262467140999477	0.0783881245861955	0	0	0	0.149195501508859
Rhodopseudomonas_palustris.fa	0.0025306062322889	0	0.122674951765956	0	0.0287521511927603	0.00359827223857847	0	0.121269908230687	0.15071322612808	0
Micromonas_commoda.fa	0.00510586698655852	0.0434437134031357	0	0	0.0514854544658743	0	0.0593897877082429	0	0.0889305647373411	0.230422652645159
Burkholderia_mallei.fa	0.00788058495874729	0	0	0	0.134007625109683	0	0.0643270404857017	0.0242802400389447	0	0.124995377454478
Pseudomonas_psychrophila.fa	0	0.238875238045225	0.026274349076878	0.0813311563011357	0	0.145852017324054	0	0	0.0963543251566792	0.209039228194223
Methylobacterium_bullatum.fa	0	0.060906317897254	0.00984622163858312	0.194961427871055	0	0	0.0799102492139738	0.121864063774988	0.112811777701556	0
Rhodococcus_hoagii.fa	0	0.0448321877356157	0.152535530604791	0	0.0101150234630239	0.0402243534392705	0.110460205207347	0	0.0207434116026713	0.113991830178162
Vermamoeba_vermiformis.fa	0.18498479448107	0	0	0	0	0.177219495882488	0.0566972588335982	0.136350154628593	0	0
Aspergillus_flavus.fa	0.124738516190767	0.107966380164651	0.024305630565486	0.0979338194545768	0	0.0130474958925347	0.00397975738217046	0.212575831630099	0.0741963582112979	0.0118952758390352
